,Date,Name,Split,Amount
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/13/2017,Facebook,2063 · Fidelity Visa Signature Card,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/14/2017,Indeed,2063 · Fidelity Visa Signature Card,500.93
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/15/2017,Indeed,2064 · Fidelity 529 College Rewards,501.61
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,MNCO,0102 · Huntington Operating,"1,699.24"
,11/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.33
,11/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.26
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,7.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/20/2017,Facebook,2063 · Fidelity Visa Signature Card,50.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/20/2017,Indeed,2063 · Fidelity Visa Signature Card,500.27
,11/20/2017,Indeed,2063 · Fidelity Visa Signature Card,501.42
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/21/2017,Indeed,2064 · Fidelity 529 College Rewards,500.48
,11/21/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95
,11/22/2017,Indeed,2063 · Fidelity Visa Signature Card,500.16
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/22/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/24/2017,Facebook,2063 · Fidelity Visa Signature Card,500.00
,11/24/2017,Indeed,2063 · Fidelity Visa Signature Card,503.80
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/24/2017,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74"
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.81
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.73
,11/27/2017,Indeed,2063 · Fidelity Visa Signature Card,500.49
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/28/2017,Indeed,2064 · Fidelity 529 College Rewards,500.37
,11/29/2017,Indeed,2063 · Fidelity Visa Signature Card,500.93
,11/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,Indeed,2063 · Fidelity Visa Signature Card,501.58
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,"Tuttle Marketing Services, Inc.",0102 · Huntington Operating,879.70
,12/01/2017,Indeed,2063 · Fidelity Visa Signature Card,500.41
,12/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,268.42
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,1.65
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,366.26
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,215.18
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,223.79
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,482.19
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,345.00
,12/04/2017,Indeed,2063 · Fidelity Visa Signature Card,74.33
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/04/2017,Indeed,2064 · Fidelity 529 College Rewards,342.91
,12/04/2017,Facebook,2064 · Fidelity 529 College Rewards,290.83
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,Indeed,2063 · Fidelity Visa Signature Card,503.50
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,Indeed,2063 · Fidelity Visa Signature Card,502.11
,12/08/2017,Facebook,2063 · Fidelity Visa Signature Card,39.06
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,12/11/2017,Indeed,2063 · Fidelity Visa Signature Card,500.01
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/11/2017,Snagajob,2062 · Chase-United Mileage Plus,99.00
,12/12/2017,Indeed,2063 · Fidelity Visa Signature Card,501.14
,12/12/2017,Indeed,2063 · Fidelity Visa Signature Card,500.74
,12/13/2017,Indeed,2063 · Fidelity Visa Signature Card,500.30
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,12/13/2017,Facebook,2064 · Fidelity 529 College Rewards,750.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,12/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
