,Date,Name,Split,Amount
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,Indeed,2063 · Fidelity Visa Signature Card,25.20
,09/28/2017,Indeed,2063 · Fidelity Visa Signature Card,501.83
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,09/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/29/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/29/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,Facebook,2063 · Fidelity Visa Signature Card,60.00
,10/02/2017,Facebook,2063 · Fidelity Visa Signature Card,10.00
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,111.73
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,111.29
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,74.80
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,78.46
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,202.54
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,508.78
,10/02/2017,Indeed,2063 · Fidelity Visa Signature Card,500.63
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,Indeed,2064 · Fidelity 529 College Rewards,366.19
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/03/2017,Indeed,2063 · Fidelity Visa Signature Card,469.15
,10/04/2017,Indeed,2063 · Fidelity Visa Signature Card,56.46
,10/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/04/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/04/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/04/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/04/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/09/2017,Magnificat High School,0102 · Huntington Operating,500.00
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,522.53
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.82
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,500.86
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/10/2017,Sun Newspaper,2063 · Fidelity Visa Signature Card,76.00
,10/10/2017,Indeed,2063 · Fidelity Visa Signature Card,26.72
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/11/2017,Indeed,2064 · Fidelity 529 College Rewards,501.60
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,Indeed,2063 · Fidelity Visa Signature Card,502.56
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/12/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/12/2017,Snagajob,2062 · Chase-United Mileage Plus,99.00
,10/13/2017,Indeed,2063 · Fidelity Visa Signature Card,25.19
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,Facebook,2063 · Fidelity Visa Signature Card,25.03
,10/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.47
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,Indeed,2064 · Fidelity 529 College Rewards,500.95
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/17/2017,Indeed,2063 · Fidelity Visa Signature Card,500.33
,10/17/2017,Indeed,2063 · Fidelity Visa Signature Card,501.27
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/19/2017,Facebook,2063 · Fidelity Visa Signature Card,50.10
