,Date,Name,Split,Amount,Total Spent,,,,,,,Name,Amount
,11/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/2/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,Indeed,2063 · Fidelity Visa Signature Card,23.6,,,,,,,,Indeed,23.6
,11/3/2017,Indeed,2063 · Fidelity Visa Signature Card,256.3,,,,,,,,Indeed,256.3
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/3/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,Facebook,2063 · Fidelity Visa Signature Card,25.01,,,,,,,,Facebook,25.01
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/6/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,Indeed,2063 · Fidelity Visa Signature Card,501.22,,,,,,,,Indeed,501.22
,11/9/2017,Indeed,2063 · Fidelity Visa Signature Card,500.1,,,,,,,,Indeed,500.1
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/9/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/9/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/9/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.99,,,,,,,,Indeed,501.99
,11/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.4,,,,,,,,Indeed,501.4
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/10/2017,Indeed,2064 · Fidelity 529 College Rewards,500.9,,,,,,,,Indeed,500.9
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/12/2017,Snagajob,2062 · Chase-United Mileage Plus,99,,,,,,,,Snagajob,99
,11/13/2017,Indeed,2063 · Fidelity Visa Signature Card,500.4,,,,,,,,Indeed,500.4
,11/13/2017,Facebook,2063 · Fidelity Visa Signature Card,250,,,,,,,,Facebook,250
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/13/2017,Facebook,2063 · Fidelity Visa Signature Card,25,,,,,,,,Facebook,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/14/2017,Indeed,2063 · Fidelity Visa Signature Card,500.93,,,,,,,,Indeed,500.93
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,20,,,,,,,,CraigsList,20
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,20,,,,,,,,CraigsList,20
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/15/2017,Indeed,2064 · Fidelity 529 College Rewards,501.61,,,,,,,,Indeed,501.61
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,MNCO,0102 · Huntington Operating,"1,699.24",,,,,,,,MNCO,"1,699.24"
,11/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.33,,,,,,,,Indeed,500.33
,11/16/2017,Indeed,2063 · Fidelity Visa Signature Card,500.26,,,,,,,,Indeed,500.26
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,7,,,,,,,,CraigsList,7
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,11/20/2017,Facebook,2063 · Fidelity Visa Signature Card,50,,,,,,,,Facebook,50
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,10,,,,,,,,CraigsList,10
,11/20/2017,Indeed,2063 · Fidelity Visa Signature Card,500.27,,,,,,,,Indeed,500.27
,11/20/2017,Indeed,2063 · Fidelity Visa Signature Card,501.42,,,,,,,,Indeed,501.42
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,11/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
